,Year,Coach1,Balance1,Coach2,Balance2,Coach3,Balance3,Coach4,Balance4,Coach1Wins,Coach1Lose,Coach2Wins,Coach2Lose,Coach3Wins,Coach3Lose,Coach4Wins,Coach4Lose,Total1,Total2,Total3,Total4,Precentage1,Precentage2,Precentage3,Precentage4
11,2011,Phil Jackson,57-25,nan,nan,nan,nan,nan,nan,57.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,69,,,
12,2010,Phil Jackson,57-25,nan,nan,nan,nan,nan,nan,57.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,69,,,
13,2009,Phil Jackson,65-17,nan,nan,nan,nan,nan,nan,65.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,79,,,
14,2008,Phil Jackson,57-25,nan,nan,nan,nan,nan,nan,57.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,69,,,
15,2007,Phil Jackson,42-40,nan,nan,nan,nan,nan,nan,42.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,51,,,
16,2006,Phil Jackson,45-37,nan,nan,nan,nan,nan,nan,45.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,54,,,
18,2005,Rudy Tomjanovich,24-19,Frank Hamblen,10-29,nan,nan,nan,nan,24.0,19.0,10.0,29.0,0.0,0.0,0.0,0.0,43,39,0,0,55,25,,
19,2004,Phil Jackson,56-26,nan,nan,nan,nan,nan,nan,56.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,68,,,
20,2003,Phil Jackson,50-32,nan,nan,nan,nan,nan,nan,50.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,60,,,
21,2002,Phil Jackson,58-24,nan,nan,nan,nan,nan,nan,58.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,70,,,
22,2001,Phil Jackson,56-26,nan,nan,nan,nan,nan,nan,56.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,68,,,
23,2000,Phil Jackson,67-15,nan,nan,nan,nan,nan,nan,67.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,81,,,
26,1999,Del Harris,6-6,Bill Bertka,1-0,Kurt Rambis,24-13,nan,nan,6.0,6.0,1.0,0.0,24.0,13.0,0.0,0.0,12,1,37,0,50,100,64,
27,1998,Del Harris,61-21,nan,nan,nan,nan,nan,nan,61.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,74,,,
28,1997,Del Harris,56-26,nan,nan,nan,nan,nan,nan,56.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,68,,,
29,1996,Del Harris,53-29,nan,nan,nan,nan,nan,nan,53.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,64,,,
30,1995,Del Harris,48-34,nan,nan,nan,nan,nan,nan,48.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,58,,,
33,1994,Randy Pfund,27-37,Bill Bertka,1-1,Magic Johnson,5-11,nan,nan,27.0,37.0,1.0,1.0,5.0,11.0,0.0,0.0,64,2,16,0,42,50,31,
34,1993,Randy Pfund,39-43,nan,nan,nan,nan,nan,nan,39.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,47,,,
35,1992,Mike Dunleavy,43-39,nan,nan,nan,nan,nan,nan,43.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,52,,,
36,1991,Mike Dunleavy,58-24,nan,nan,nan,nan,nan,nan,58.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,70,,,
37,1990,Pat Riley,63-19,nan,nan,nan,nan,nan,nan,63.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,76,,,
38,1989,Pat Riley,57-25,nan,nan,nan,nan,nan,nan,57.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,69,,,
39,1988,Pat Riley,62-20,nan,nan,nan,nan,nan,nan,62.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,75,,,
40,1987,Pat Riley,65-17,nan,nan,nan,nan,nan,nan,65.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,79,,,
41,1986,Pat Riley,62-20,nan,nan,nan,nan,nan,nan,62.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,75,,,
42,1985,Pat Riley,62-20,nan,nan,nan,nan,nan,nan,62.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,75,,,
43,1984,Pat Riley,54-28,nan,nan,nan,nan,nan,nan,54.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,65,,,
44,1983,Pat Riley,58-24,nan,nan,nan,nan,nan,nan,58.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,70,,,
46,1982,Paul Westhead,7-4,Pat Riley,50-21,nan,nan,nan,nan,7.0,4.0,50.0,21.0,0.0,0.0,0.0,0.0,11,71,0,0,63,70,,
47,1981,Paul Westhead,54-28,nan,nan,nan,nan,nan,nan,54.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,65,,,
49,1980,Jack McKinney,10-4,Paul Westhead,50-18,nan,nan,nan,nan,10.0,4.0,50.0,18.0,0.0,0.0,0.0,0.0,14,68,0,0,71,73,,
50,1979,Jerry West,47-35,nan,nan,nan,nan,nan,nan,47.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,57,,,
51,1978,Jerry West,45-37,nan,nan,nan,nan,nan,nan,45.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,54,,,
52,1977,Jerry West,53-29,nan,nan,nan,nan,nan,nan,53.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,64,,,
53,1976,Bill Sharman,40-42,nan,nan,nan,nan,nan,nan,40.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,48,,,
54,1975,Bill Sharman,30-52,nan,nan,nan,nan,nan,nan,30.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,36,,,
55,1974,Bill Sharman,47-35,nan,nan,nan,nan,nan,nan,47.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,57,,,
56,1973,Bill Sharman,60-22,nan,nan,nan,nan,nan,nan,60.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,73,,,
57,1972,Bill Sharman,69-13,nan,nan,nan,nan,nan,nan,69.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,84,,,
58,1971,Joe Mullaney,48-34,nan,nan,nan,nan,nan,nan,48.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,58,,,
59,1970,Joe Mullaney,46-36,nan,nan,nan,nan,nan,nan,46.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,56,,,
60,1969,Butch van Breda Kolff,55-27,nan,nan,nan,nan,nan,nan,55.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,67,,,
61,1968,Butch van Breda Kolff,52-30,nan,nan,nan,nan,nan,nan,52.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,63,,,
62,1967,Fred Schaus,36-45,nan,nan,nan,nan,nan,nan,36.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,81,0,0,0,44,,,
63,1966,Fred Schaus,45-35,nan,nan,nan,nan,nan,nan,45.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,80,0,0,0,56,,,
64,1965,Fred Schaus,49-31,nan,nan,nan,nan,nan,nan,49.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,80,0,0,0,61,,,
65,1964,Fred Schaus,42-38,nan,nan,nan,nan,nan,nan,42.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,80,0,0,0,52,,,
66,1963,Fred Schaus,53-27,nan,nan,nan,nan,nan,nan,53.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,80,0,0,0,66,,,
67,1962,Fred Schaus,54-26,nan,nan,nan,nan,nan,nan,54.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,80,0,0,0,67,,,
68,1961,Fred Schaus,36-43,nan,nan,nan,nan,nan,nan,36.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,79,0,0,0,45,,,
70,1960,John Castellani,11-25,Jim Pollard,14-25,nan,nan,nan,nan,11.0,25.0,14.0,25.0,0.0,0.0,0.0,0.0,36,39,0,0,30,35,,
71,1959,John Kundla,33-39,nan,nan,nan,nan,nan,nan,33.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0,0,0,45,,,
73,1958,George Mikan,9-30,John Kundla,10-23,nan,nan,nan,nan,9.0,30.0,10.0,23.0,0.0,0.0,0.0,0.0,39,33,0,0,23,30,,
74,1957,John Kundla,34-38,nan,nan,nan,nan,nan,nan,34.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0,0,0,47,,,
75,1956,John Kundla,33-39,nan,nan,nan,nan,nan,nan,33.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0,0,0,45,,,
76,1955,John Kundla,40-32,nan,nan,nan,nan,nan,nan,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0,0,0,55,,,
77,1954,John Kundla,46-26,nan,nan,nan,nan,nan,nan,46.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,72,0,0,0,63,,,
78,1953,John Kundla,48-22,nan,nan,nan,nan,nan,nan,48.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,70,0,0,0,68,,,
79,1952,John Kundla,40-26,nan,nan,nan,nan,nan,nan,40.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,66,0,0,0,60,,,
80,1951,John Kundla,44-24,nan,nan,nan,nan,nan,nan,44.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,68,0,0,0,64,,,
81,1950,John Kundla,51-17,nan,nan,nan,nan,nan,nan,51.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,68,0,0,0,75,,,
82,1949,John Kundla,44-16,nan,nan,nan,nan,nan,nan,44.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0,0,0,73,,,
1,2019,J.B. Bickerstaff,33-49,nan,nan,nan,nan,nan,nan,33.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,40,,,
3,2018,David Fizdale,7-12,J.B. Bickerstaff,15-48,nan,nan,nan,nan,7.0,12.0,15.0,48.0,0.0,0.0,0.0,0.0,19,63,0,0,36,23,,
4,2017,David Fizdale,43-39,nan,nan,nan,nan,nan,nan,43.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,52,,,
5,2016,Dave Joerger,42-40,nan,nan,nan,nan,nan,nan,42.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,51,,,
6,2015,Dave Joerger,55-27,nan,nan,nan,nan,nan,nan,55.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,67,,,
7,2014,Dave Joerger,50-32,nan,nan,nan,nan,nan,nan,50.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,60,,,
8,2013,Lionel Hollins,56-26,nan,nan,nan,nan,nan,nan,56.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,68,,,
9,2012,Lionel Hollins,41-25,nan,nan,nan,nan,nan,nan,41.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,66,0,0,0,62,,,
10,2011,Lionel Hollins,46-36,nan,nan,nan,nan,nan,nan,46.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,56,,,
11,2010,Lionel Hollins,40-42,nan,nan,nan,nan,nan,nan,40.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,48,,,
14,2009,Marc Iavaroni,11-30,Johnny Davis,0-2,Lionel Hollins,13-26,nan,nan,11.0,30.0,0.0,2.0,13.0,26.0,0.0,0.0,41,2,39,0,26,0,33,
15,2008,Marc Iavaroni,22-60,nan,nan,nan,nan,nan,nan,22.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,26,,,
17,2007,Mike Fratello,6-24,Tony Barone,16-36,nan,nan,nan,nan,6.0,24.0,16.0,36.0,0.0,0.0,0.0,0.0,30,52,0,0,20,30,,
18,2006,Mike Fratello,49-33,nan,nan,nan,nan,nan,nan,49.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,59,,,
21,2005,Hubie Brown,5-7,Lionel Hollins,0-4,Mike Fratello,40-26,nan,nan,5.0,7.0,0.0,4.0,40.0,26.0,0.0,0.0,12,4,66,0,41,0,60,
22,2004,Hubie Brown,50-32,nan,nan,nan,nan,nan,nan,50.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,60,,,
24,2003,Sidney Lowe,0-8,Hubie Brown,28-46,nan,nan,nan,nan,0.0,8.0,28.0,46.0,0.0,0.0,0.0,0.0,8,74,0,0,0,37,,
25,2002,Sidney Lowe,23-59,nan,nan,nan,nan,nan,nan,23.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,28,,,
26,2001,Sidney Lowe,23-59,nan,nan,nan,nan,nan,nan,23.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,28,,,
28,2000,Brian Hill,4-18,Lionel Hollins,18-42,nan,nan,nan,nan,4.0,18.0,18.0,42.0,0.0,0.0,0.0,0.0,22,60,0,0,18,30,,
29,1999,Brian Hill,8-42,nan,nan,nan,nan,nan,nan,8.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0,0,0,16,,,
30,1998,Brian Hill,19-63,nan,nan,nan,nan,nan,nan,19.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,23,,,
32,1997,Brian Winters,8-35,Stu Jackson,6-33,nan,nan,nan,nan,8.0,35.0,6.0,33.0,0.0,0.0,0.0,0.0,43,39,0,0,18,15,,
33,1996,Brian Winters,15-67,nan,nan,nan,nan,nan,nan,15.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,18,,,
1,2019,Erik Spoelstra,39-43,nan,nan,nan,nan,nan,nan,39.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,47,,,
2,2018,Erik Spoelstra,44-38,nan,nan,nan,nan,nan,nan,44.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,53,,,
3,2017,Erik Spoelstra,41-41,nan,nan,nan,nan,nan,nan,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,50,,,
4,2016,Erik Spoelstra,48-34,nan,nan,nan,nan,nan,nan,48.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,58,,,
5,2015,Erik Spoelstra,37-45,nan,nan,nan,nan,nan,nan,37.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,45,,,
6,2014,Erik Spoelstra,54-28,nan,nan,nan,nan,nan,nan,54.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,65,,,
7,2013,Erik Spoelstra,66-16,nan,nan,nan,nan,nan,nan,66.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,80,,,
8,2012,Erik Spoelstra,46-20,nan,nan,nan,nan,nan,nan,46.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,66,0,0,0,69,,,
9,2011,Erik Spoelstra,58-24,nan,nan,nan,nan,nan,nan,58.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,70,,,
10,2010,Erik Spoelstra,47-35,nan,nan,nan,nan,nan,nan,47.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,57,,,
11,2009,Erik Spoelstra,43-39,nan,nan,nan,nan,nan,nan,43.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,52,,,
12,2008,Pat Riley,15-67,nan,nan,nan,nan,nan,nan,15.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,18,,,
13,2007,Pat Riley,44-38,nan,nan,nan,nan,nan,nan,44.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,53,,,
15,2006,Stan Van Gundy,11-10,Pat Riley,41-20,nan,nan,nan,nan,11.0,10.0,41.0,20.0,0.0,0.0,0.0,0.0,21,61,0,0,52,67,,
16,2005,Stan Van Gundy,59-23,nan,nan,nan,nan,nan,nan,59.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,71,,,
17,2004,Stan Van Gundy,42-40,nan,nan,nan,nan,nan,nan,42.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,51,,,
18,2003,Pat Riley,25-57,nan,nan,nan,nan,nan,nan,25.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,30,,,
19,2002,Pat Riley,36-46,nan,nan,nan,nan,nan,nan,36.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,43,,,
20,2001,Pat Riley,50-32,nan,nan,nan,nan,nan,nan,50.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,60,,,
21,2000,Pat Riley,52-30,nan,nan,nan,nan,nan,nan,52.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,63,,,
22,1999,Pat Riley,33-17,nan,nan,nan,nan,nan,nan,33.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0,0,0,66,,,
23,1998,Pat Riley,55-27,nan,nan,nan,nan,nan,nan,55.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,67,,,
24,1997,Pat Riley,61-21,nan,nan,nan,nan,nan,nan,61.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,74,,,
25,1996,Pat Riley,42-40,nan,nan,nan,nan,nan,nan,42.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,51,,,
27,1995,Kevin Loughery,17-29,Alvin Gentry,15-21,nan,nan,nan,nan,17.0,29.0,15.0,21.0,0.0,0.0,0.0,0.0,46,36,0,0,36,41,,
28,1994,Kevin Loughery,42-40,nan,nan,nan,nan,nan,nan,42.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,51,,,
29,1993,Kevin Loughery,36-46,nan,nan,nan,nan,nan,nan,36.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,43,,,
30,1992,Kevin Loughery,38-44,nan,nan,nan,nan,nan,nan,38.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,46,,,
31,1991,Ron Rothstein,24-58,nan,nan,nan,nan,nan,nan,24.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,29,,,
32,1990,Ron Rothstein,18-64,nan,nan,nan,nan,nan,nan,18.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,21,,,
33,1989,Ron Rothstein,15-67,nan,nan,nan,nan,nan,nan,15.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,18,,,
1,2019,Mike Budenholzer,60-22,nan,nan,nan,nan,nan,nan,60.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,73,,,
3,2018,Jason Kidd,23-22,Joe Prunty,21-16,nan,nan,nan,nan,23.0,22.0,21.0,16.0,0.0,0.0,0.0,0.0,45,37,0,0,51,56,,
4,2017,Jason Kidd,42-40,nan,nan,nan,nan,nan,nan,42.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,51,,,
5,2016,Jason Kidd,33-49,nan,nan,nan,nan,nan,nan,33.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,40,,,
6,2015,Jason Kidd,41-41,nan,nan,nan,nan,nan,nan,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,50,,,
7,2014,Larry Drew,15-67,nan,nan,nan,nan,nan,nan,15.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,18,,,
9,2013,Scott Skiles,16-16,Jim Boylan,22-28,nan,nan,nan,nan,16.0,16.0,22.0,28.0,0.0,0.0,0.0,0.0,32,50,0,0,50,44,,
10,2012,Scott Skiles,31-35,nan,nan,nan,nan,nan,nan,31.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,66,0,0,0,46,,,
11,2011,Scott Skiles,35-47,nan,nan,nan,nan,nan,nan,35.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,42,,,
12,2010,Scott Skiles,46-36,nan,nan,nan,nan,nan,nan,46.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,56,,,
13,2009,Scott Skiles,34-48,nan,nan,nan,nan,nan,nan,34.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,41,,,
14,2008,Larry Krystkowiak,26-56,nan,nan,nan,nan,nan,nan,26.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,31,,,
16,2007,Terry Stotts,23-41,Larry Krystkowiak,5-13,nan,nan,nan,nan,23.0,41.0,5.0,13.0,0.0,0.0,0.0,0.0,64,18,0,0,35,27,,
17,2006,Terry Stotts,40-42,nan,nan,nan,nan,nan,nan,40.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,48,,,
18,2005,Terry Porter,30-52,nan,nan,nan,nan,nan,nan,30.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,36,,,
19,2004,Terry Porter,41-41,nan,nan,nan,nan,nan,nan,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,50,,,
20,2003,George Karl,42-40,nan,nan,nan,nan,nan,nan,42.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,51,,,
21,2002,George Karl,41-41,nan,nan,nan,nan,nan,nan,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,50,,,
22,2001,George Karl,52-30,nan,nan,nan,nan,nan,nan,52.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,63,,,
23,2000,George Karl,42-40,nan,nan,nan,nan,nan,nan,42.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,51,,,
24,1999,George Karl,28-22,nan,nan,nan,nan,nan,nan,28.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0,0,0,56,,,
25,1998,Chris Ford,36-46,nan,nan,nan,nan,nan,nan,36.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,43,,,
26,1997,Chris Ford,33-49,nan,nan,nan,nan,nan,nan,33.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,40,,,
27,1996,Mike Dunleavy,25-57,nan,nan,nan,nan,nan,nan,25.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,30,,,
28,1995,Mike Dunleavy,34-48,nan,nan,nan,nan,nan,nan,34.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,41,,,
29,1994,Mike Dunleavy,20-62,nan,nan,nan,nan,nan,nan,20.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,24,,,
30,1993,Mike Dunleavy,28-54,nan,nan,nan,nan,nan,nan,28.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,34,,,
32,1992,Del Harris,8-9,Frank Hamblen,23-42,nan,nan,nan,nan,8.0,9.0,23.0,42.0,0.0,0.0,0.0,0.0,17,65,0,0,47,35,,
33,1991,Del Harris,48-34,nan,nan,nan,nan,nan,nan,48.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,58,,,
34,1990,Del Harris,44-38,nan,nan,nan,nan,nan,nan,44.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,53,,,
35,1989,Del Harris,49-33,nan,nan,nan,nan,nan,nan,49.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,59,,,
36,1988,Del Harris,42-40,nan,nan,nan,nan,nan,nan,42.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,51,,,
37,1987,Don Nelson,50-32,nan,nan,nan,nan,nan,nan,50.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,60,,,
38,1986,Don Nelson,57-25,nan,nan,nan,nan,nan,nan,57.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,69,,,
39,1985,Don Nelson,59-23,nan,nan,nan,nan,nan,nan,59.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,71,,,
40,1984,Don Nelson,50-32,nan,nan,nan,nan,nan,nan,50.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,60,,,
41,1983,Don Nelson,51-31,nan,nan,nan,nan,nan,nan,51.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,62,,,
42,1982,Don Nelson,55-27,nan,nan,nan,nan,nan,nan,55.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,67,,,
43,1981,Don Nelson,60-22,nan,nan,nan,nan,nan,nan,60.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,73,,,
44,1980,Don Nelson,49-33,nan,nan,nan,nan,nan,nan,49.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,59,,,
45,1979,Don Nelson,38-44,nan,nan,nan,nan,nan,nan,38.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,46,,,
46,1978,Don Nelson,44-38,nan,nan,nan,nan,nan,nan,44.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,53,,,
48,1977,Larry Costello,3-15,Don Nelson,27-37,nan,nan,nan,nan,3.0,15.0,27.0,37.0,0.0,0.0,0.0,0.0,18,64,0,0,16,42,,
49,1976,Larry Costello,38-44,nan,nan,nan,nan,nan,nan,38.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,46,,,
50,1975,Larry Costello,38-44,nan,nan,nan,nan,nan,nan,38.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,46,,,
51,1974,Larry Costello,59-23,nan,nan,nan,nan,nan,nan,59.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,71,,,
52,1973,Larry Costello,60-22,nan,nan,nan,nan,nan,nan,60.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,73,,,
53,1972,Larry Costello,63-19,nan,nan,nan,nan,nan,nan,63.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,76,,,
54,1971,Larry Costello,66-16,nan,nan,nan,nan,nan,nan,66.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,80,,,
55,1970,Larry Costello,56-26,nan,nan,nan,nan,nan,nan,56.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,68,,,
56,1969,Larry Costello,27-55,nan,nan,nan,nan,nan,nan,27.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,32,,,
2,2019,Tom Thibodeau,19-21,Ryan Saunders,17-25,nan,nan,nan,nan,19.0,21.0,17.0,25.0,0.0,0.0,0.0,0.0,40,42,0,0,47,40,,
3,2018,Tom Thibodeau,47-35,nan,nan,nan,nan,nan,nan,47.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,57,,,
